s0,s1,s2,s3,s4,s5,s6,action
1.26,1.65,1.25,1.22,1.19,0.0,0.0,1.0
1.18,1.74,1.18,1.13,1.12,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0.0,0.0,0.0,0.03,0.05,0.15,0.0,0.0
0.0,0.0,0.14,0.16,0.19,0.28,0.0,0.0
0.0,0.0,0.26,0.29,0.31,0.42,0.0,0.0
0.0,0.0,0.4,0.42,0.45,0.56,0.0,0.0
0.0,0.0,0.52,0.55,0.57,0.7,0.0,0.0
0.0,0.0,0.66,0.68,0.7,0.83,0.0,0.0
0.0,0.0,0.77,0.8,0.82,0.97,0.0,0.0
0.0,0.0,0.91,0.93,0.96,1.11,0.0,0.0
0.0,0.0,1.03,1.06,1.08,1.24,0.01,0.0
0.0,0.0,1.17,1.19,1.22,1.38,0.13,0.0
0.0,0.01,1.28,1.32,1.33,1.53,0.23,0.0
0.0,0.12,1.43,1.44,1.48,1.66,0.34,0.0
0.0,0.22,1.53,1.57,1.58,1.79,0.45,2.0
0.0,0.13,1.47,1.48,1.51,1.89,0.55,2.0
0.0,0.03,1.36,1.39,1.42,1.96,0.65,2.0
0.0,0.0,1.28,1.31,1.34,2.03,0.74,2.0
0.0,0.0,1.21,1.23,1.25,2.14,0.83,2.0
0.0,0.0,1.11,1.13,1.18,2.21,0.92,2.0
0.0,0.0,1.03,1.05,1.08,2.28,1.02,2.0
0.0,0.0,0.93,0.96,0.99,2.23,1.1,2.0
0.0,0.0,0.83,0.87,0.92,2.16,1.19,2.0
0.0,0.0,0.74,0.78,0.83,2.05,1.27,2.0
0.0,0.0,0.65,0.69,0.73,1.98,1.38,2.0
0.0,0.0,0.56,0.6,0.64,1.91,1.47,2.0
0.0,0.0,0.46,0.51,0.56,1.84,1.56,2.0
0.0,0.0,0.37,0.41,0.46,1.73,1.62,2.0
0.0,0.0,0.28,0.32,0.36,1.67,1.72,2.0
0.0,0.0,0.18,0.22,0.27,1.57,1.79,2.0
0.0,0.0,0.08,0.13,0.18,1.48,1.89,2.0
0.0,0.0,0.0,0.03,0.08,1.39,1.96,2.0
0.0,0.0,0.0,0.0,0.0,1.31,2.03,2.0
0.0,0.0,0.0,0.0,0.0,1.23,2.14,2.0
0.0,0.0,0.0,0.0,0.0,1.13,2.21,2.0
0.0,0.0,0.0,0.0,0.0,1.05,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.3,2.0
0.0,0.0,0.0,0.0,0.0,0.97,2.24,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.22,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.23,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.2,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.22,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.19,1.0
0.0,0.0,0.0,0.0,0.0,1.05,2.25,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.04,2.26,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.26,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.07,2.28,0.0
0.0,0.0,0.06,0.06,0.06,1.05,2.3,0.0
0.0,0.0,0.24,0.24,0.24,1.06,2.29,0.0
0.0,0.0,0.42,0.42,0.42,1.07,2.31,0.0
0.0,0.0,0.6,0.6,0.59,1.08,2.29,0.0
0.0,0.0,0.78,0.77,0.77,1.07,2.31,0.0
0.0,0.11,0.95,0.95,0.95,1.07,2.3,0.0
0.0,0.25,1.13,1.13,1.13,1.08,2.32,0.0
0.0,0.37,1.31,1.31,1.31,1.07,2.3,0.0
0.0,0.51,1.49,1.49,1.49,1.08,2.33,0.0
0.0,0.64,1.67,1.67,1.66,1.09,2.31,0.0
0.0,0.77,1.84,1.84,1.84,1.1,2.33,2.0
0.0,0.67,1.83,1.83,1.84,0.99,2.27,2.0
0.0,0.59,1.78,1.78,1.79,0.91,2.19,0.0
0.0,0.72,1.95,1.96,1.96,0.89,2.19,2.0
0.0,0.63,1.86,1.89,1.9,0.8,2.08,2.0
0.0,0.54,1.78,1.79,1.8,1.16,2.0,2.0
0.0,0.45,1.71,1.72,1.73,1.26,1.93,2.0
0.0,0.35,1.64,1.65,1.66,1.32,1.85,2.0
0.0,0.26,1.54,1.56,1.59,1.41,1.78,2.0
0.0,0.17,1.47,1.49,1.5,1.5,1.67,2.0
0.0,0.07,1.39,1.42,1.43,1.56,1.61,2.0
0.0,0.0,1.3,1.33,1.35,1.66,1.51,2.0
0.0,0.0,1.22,1.25,1.26,1.73,1.44,2.0
0.0,0.0,1.12,1.15,1.18,1.8,1.33,2.0
0.0,0.0,1.04,1.08,1.11,1.87,1.24,2.0
0.0,0.0,0.95,0.98,1.02,1.94,1.17,2.0
0.0,0.0,0.86,0.9,0.94,2.01,1.07,2.0
0.0,0.0,0.77,0.8,0.85,2.03,0.99,2.0
0.0,0.0,0.68,0.72,0.76,1.96,0.89,2.0
0.0,0.0,0.58,0.63,0.68,1.89,0.8,2.0
0.0,0.0,0.49,0.54,0.58,1.79,1.16,2.0
0.0,0.0,0.4,0.45,0.49,1.72,1.26,2.0
0.0,0.0,0.31,0.35,0.4,1.65,1.32,2.0
0.0,0.0,0.22,0.26,0.31,1.56,1.41,2.0
0.0,0.0,0.12,0.17,0.21,1.49,1.5,2.0
0.0,0.0,0.03,0.07,0.12,1.42,1.56,2.0
0.0,0.0,0.0,0.0,0.02,1.33,1.66,2.0
0.0,0.0,0.0,0.0,0.0,1.25,1.73,2.0
0.0,0.0,0.0,0.0,0.0,1.15,1.8,2.0
0.0,0.0,0.0,0.0,0.0,1.08,1.87,2.0
0.0,0.0,0.0,0.0,0.0,0.98,1.94,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.96,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.96,0.0
0.0,0.0,0.0,0.0,0.0,1.01,1.99,2.0
0.0,0.0,0.0,0.0,0.0,0.93,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.05,0.0
0.0,0.0,0.0,0.0,0.0,0.92,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.14,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.15,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.15,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.14,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.16,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.15,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.16,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.15,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.17,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.16,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.18,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.16,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.18,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.17,0.0
0.0,0.0,0.06,0.06,0.06,1.03,2.19,0.0
0.0,0.0,0.24,0.24,0.24,1.01,2.18,0.0
0.0,0.0,0.42,0.42,0.42,1.04,2.19,0.0
0.0,0.0,0.6,0.6,0.6,1.03,2.18,0.0
0.0,0.0,0.78,0.78,0.77,1.04,2.2,0.0
0.0,0.11,0.96,0.95,0.95,1.05,2.19,0.0
0.0,0.24,1.13,1.13,1.13,1.03,2.21,0.0
0.0,0.36,1.31,1.31,1.31,1.04,2.19,0.0
0.0,0.5,1.49,1.49,1.49,1.03,2.21,0.0
0.0,0.63,1.67,1.67,1.67,1.04,2.2,0.0
0.0,0.75,1.85,1.85,1.85,1.05,2.22,2.0
0.0,0.67,1.84,1.85,1.85,0.97,2.23,2.0
0.0,0.58,1.77,1.78,1.78,0.86,2.16,2.0
0.0,0.49,1.7,1.7,1.71,0.77,2.06,2.0
0.0,0.41,1.62,1.63,1.64,0.69,2.0,2.0
0.0,0.31,1.54,1.56,1.57,1.1,1.9,2.0
0.0,0.23,1.47,1.48,1.5,1.18,1.83,2.0
0.0,0.13,1.39,1.41,1.42,1.27,1.73,2.0
0.0,0.04,1.3,1.34,1.35,1.34,1.67,2.0
0.0,0.0,1.23,1.25,1.28,1.43,1.58,2.0
0.0,0.0,1.15,1.18,1.2,1.5,1.49,2.0
0.0,0.0,1.07,1.1,1.11,1.58,1.4,2.0
0.0,0.0,0.98,1.01,1.05,1.63,1.3,2.0
0.0,0.0,0.89,0.93,0.96,1.71,1.22,2.0
0.0,0.0,0.8,0.84,0.88,1.78,1.13,2.0
0.0,0.0,0.71,0.75,0.79,1.85,1.05,2.0
0.0,0.0,0.63,0.67,0.7,1.85,0.97,2.0
0.0,0.0,0.54,0.58,0.62,1.78,0.86,2.0
0.0,0.0,0.45,0.49,0.53,1.7,0.77,2.0
0.0,0.0,0.36,0.41,0.44,1.63,0.69,2.0
0.0,0.0,0.27,0.31,0.35,1.56,1.1,2.0
0.0,0.0,0.18,0.23,0.26,1.48,1.18,2.0
0.0,0.0,0.09,0.13,0.18,1.41,1.27,2.0
0.0,0.0,0.0,0.04,0.08,1.34,1.34,2.0
0.0,0.0,0.0,0.0,0.0,1.25,1.43,2.0
0.0,0.0,0.0,0.0,0.0,1.18,1.5,0.0
0.0,0.0,0.0,0.0,0.0,1.21,1.53,0.0
0.0,0.0,0.0,0.0,0.0,1.25,1.59,2.0
0.0,0.0,0.0,0.0,0.0,1.17,1.65,2.0
0.0,0.0,0.0,0.0,0.0,1.08,1.74,2.0
0.0,0.0,0.0,0.0,0.0,1.0,1.8,2.0
0.0,0.0,0.0,0.0,0.0,0.91,1.86,0.0
0.0,0.0,0.0,0.0,0.0,0.92,1.88,0.0
0.0,0.0,0.0,0.0,0.0,0.94,1.91,0.0
0.0,0.0,0.0,0.0,0.0,0.94,1.91,2.0
0.0,0.0,0.0,0.0,0.0,0.85,1.97,0.0
0.0,0.0,0.0,0.0,0.0,0.86,1.98,0.0
0.0,0.0,0.0,0.0,0.0,0.86,1.98,0.0
0.0,0.0,0.0,0.0,0.0,0.86,1.99,0.0
0.0,0.0,0.0,0.0,0.0,0.86,1.98,0.0
0.0,0.0,0.0,0.0,0.0,0.87,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.86,1.99,0.0
0.0,0.0,0.0,0.0,0.0,0.87,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.87,1.99,0.0
0.0,0.0,0.0,0.0,0.0,0.87,2.01,0.0
0.0,0.0,0.0,0.0,0.0,0.87,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.88,2.01,0.0
0.0,0.0,0.0,0.0,0.0,0.89,2.01,0.0
0.0,0.0,0.0,0.0,0.0,0.88,2.02,0.0
0.0,0.0,0.0,0.0,0.0,0.88,2.01,0.0
0.0,0.0,0.0,0.0,0.0,0.89,2.03,0.0
0.0,0.0,0.0,0.0,0.0,0.88,2.02,0.0
0.0,0.0,0.0,0.0,0.0,0.89,2.03,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.02,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.04,0.0
0.0,0.0,0.0,0.0,0.0,0.89,2.03,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.05,0.0
0.0,0.0,0.0,0.0,0.0,0.91,2.04,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.05,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.04,0.0
0.0,0.0,0.0,0.0,0.0,0.91,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.9,2.05,0.0
0.0,0.0,0.0,0.0,0.0,0.91,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.92,2.05,0.0
0.0,0.0,0.0,0.0,0.0,0.92,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.91,2.06,0.0
0.0,0.0,0.0,0.0,0.0,0.92,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.92,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.07,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.08,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.93,2.09,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.94,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.1,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.11,0.0
0.0,0.0,0.0,0.0,0.0,0.96,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.95,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.14,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.12,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.14,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.13,0.0
0.0,0.0,0.0,0.0,0.0,0.97,2.15,0.0
0.0,0.0,0.11,0.11,0.11,0.98,2.14,0.0
0.0,0.0,0.29,0.29,0.29,0.99,2.15,0.0
0.0,0.0,0.47,0.47,0.47,0.98,2.14,0.0
0.0,0.0,0.65,0.65,0.65,0.98,2.16,0.0
0.0,0.01,0.83,0.83,0.83,0.97,2.15,0.0
0.0,0.14,1.01,1.01,1.01,1.0,2.17,0.0
0.0,0.27,1.19,1.19,1.19,0.99,2.15,0.0
0.0,0.39,1.37,1.37,1.37,1.0,2.17,0.0
0.0,0.53,1.55,1.55,1.55,1.0,2.16,0.0
0.0,0.65,1.73,1.73,1.73,0.99,2.18,0.0
0.0,0.78,1.91,1.91,1.91,1.0,2.17,0.0
0.0,0.9,2.09,2.09,2.09,1.01,2.18,2.0
0.0,0.82,2.05,2.05,2.05,0.92,2.2,2.0
0.0,0.73,1.97,1.97,1.98,1.04,2.11,2.0
0.0,0.64,1.89,1.9,1.9,1.13,2.05,2.0
0.0,0.56,1.81,1.82,1.83,1.21,1.95,2.0
0.0,0.46,1.73,1.74,1.75,1.3,1.86,2.0
0.0,0.37,1.65,1.67,1.68,1.39,1.79,2.0
0.0,0.28,1.55,1.59,1.6,1.46,1.7,2.0
0.0,0.18,1.48,1.49,1.53,1.55,1.61,2.0
0.0,0.09,1.39,1.42,1.43,1.63,1.53,2.0
0.0,0.0,1.3,1.33,1.36,1.73,1.45,2.0
0.0,0.0,1.23,1.24,1.27,1.78,1.37,2.0
0.0,0.0,1.13,1.16,1.19,1.86,1.27,2.0
0.0,0.0,1.04,1.08,1.11,1.94,1.17,2.0
0.0,0.0,0.95,0.99,1.02,2.01,1.11,2.0
0.0,0.0,0.88,0.9,0.93,2.09,1.01,2.0
0.0,0.0,0.78,0.82,0.85,2.05,0.92,2.0
0.0,0.0,0.69,0.73,0.77,1.97,1.04,2.0
0.0,0.0,0.61,0.64,0.68,1.9,1.13,2.0
0.0,0.0,0.51,0.56,0.59,1.82,1.21,2.0
0.0,0.0,0.42,0.46,0.5,1.74,1.3,2.0
0.0,0.0,0.33,0.37,0.41,1.67,1.39,2.0
0.0,0.0,0.24,0.28,0.32,1.59,1.46,2.0
0.0,0.0,0.14,0.18,0.23,1.49,1.55,2.0
0.0,0.0,0.05,0.09,0.14,1.42,1.63,2.0
0.0,0.0,0.0,0.0,0.04,1.33,1.73,2.0
0.0,0.0,0.0,0.0,0.0,1.24,1.78,0.0
0.0,0.0,0.0,0.0,0.0,1.28,1.82,2.0
0.0,0.0,0.0,0.0,0.0,1.19,1.91,2.0
0.0,0.0,0.0,0.0,0.0,1.11,1.99,0.0
0.0,0.0,0.0,0.0,0.0,1.13,2.02,0.0
0.0,0.0,0.0,0.0,0.0,1.13,2.02,2.0
0.0,0.0,0.0,0.0,0.0,1.05,2.11,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.11,0.0
0.0,0.0,0.0,0.0,0.0,1.08,2.14,2.0
0.0,0.0,0.0,0.0,0.0,0.98,2.2,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.22,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.2,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.22,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.21,0.0
0.0,0.0,0.0,0.0,0.0,0.98,2.23,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.22,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.23,0.0
0.0,0.0,0.0,0.0,0.0,0.99,2.22,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.24,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.23,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.25,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.23,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0
0.0,0.0,0.0,0.0,0.0,1.01,2.24,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.26,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.25,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.25,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.26,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.04,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.02,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.27,0.0
0.0,0.0,0.0,0.0,0.0,1.04,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.03,2.3,0.0
0.0,0.0,0.0,0.0,0.0,1.04,2.28,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.3,0.0
0.0,0.0,0.0,0.0,0.0,1.04,2.29,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.31,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.3,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.32,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.3,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.32,0.0
0.0,0.0,0.0,0.0,0.0,1.07,2.31,0.0
0.0,0.0,0.0,0.0,0.0,1.05,2.33,0.0
0.0,0.0,0.0,0.0,0.0,1.06,2.31,0.0
0.0,0.0,0.0,0.0,0.0,1.07,2.34,0.0
0.0,0.0,0.15,0.15,0.15,1.06,2.32,0.0
0.0,0.0,0.33,0.33,0.33,1.06,2.34,0.0
0.0,0.0,0.51,0.51,0.51,1.07,2.33,0.0
0.0,0.0,0.69,0.69,0.69,1.08,2.35,0.0
0.0,0.05,0.87,0.87,0.87,1.07,2.33,0.0
0.0,0.17,1.05,1.05,1.05,1.08,2.36,0.0
0.0,0.31,1.23,1.23,1.23,1.09,2.34,0.0
0.0,0.43,1.42,1.41,1.41,1.07,2.36,0.0
0.0,0.56,1.6,1.6,1.59,1.1,2.35,0.0
0.0,0.69,1.78,1.78,1.78,1.09,2.37,0.0
0.0,0.81,1.96,1.96,1.96,1.1,2.35,2.0
0.0,0.73,1.91,1.91,1.91,0.98,2.31,2.0
0.0,0.64,1.84,1.85,1.86,0.9,2.23,2.0
0.0,0.56,1.76,1.77,1.78,0.81,2.14,2.0
0.0,0.47,1.69,1.7,1.71,0.73,2.06,2.0
0.0,0.38,1.61,1.62,1.63,0.63,1.97,2.0
0.0,0.29,1.54,1.56,1.57,1.29,1.89,2.0
0.0,0.19,1.46,1.48,1.49,1.37,1.81,2.0
0.0,0.11,1.38,1.39,1.43,1.45,1.69,2.0
0.0,0.01,1.28,1.32,1.35,1.53,1.62,2.0
0.0,0.0,1.21,1.24,1.27,1.59,1.55,2.0
0.0,0.0,1.14,1.17,1.18,1.67,1.44,2.0
0.0,0.0,1.05,1.08,1.11,1.74,1.35,2.0
0.0,0.0,0.96,0.98,1.03,1.82,1.29,2.0
0.0,0.0,0.87,0.91,0.95,1.88,1.17,2.0
0.0,0.0,0.78,0.81,0.86,1.96,1.1,2.0
0.0,0.0,0.69,0.73,0.77,1.91,0.98,2.0
0.0,0.0,0.61,0.64,0.68,1.85,0.9,2.0
